movie_id,movie_name,year,certificate,runtime,genre,rating,description,director,director_id,star,star_id,votes,gross(in $)
tt0448694,Puss in Boots,2011,PG,90 min,"Animation, Adventure, Comedy",6.6,"An outlaw cat, his childhood egg-friend, and a seductive thief kitty set out in search for the eggs of the fabled Golden Goose to clear his name, restore his lost honor, and regain the trust of his mother and town.",Chris Miller,/name/nm1844237/,"Antonio Banderas, 
Salma Hayek, 
Zach Galifianakis, 
Billy Bob Thornton","/name/nm0000104/,/name/nm0000161/,/name/nm0302108/,/name/nm0000671/",175648.0,149260504.0
tt4633694,Spider-Man: Into the Spider-Verse,2018,PG,117 min,"Animation, Action, Adventure",8.4,"Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.","Bob Persichetti, 
Peter Ramsey, 
Rodney Rothman",/name/nm2130108/,"Shameik Moore, 
Jake Johnson, 
Hailee Steinfeld, 
Mahershala Ali","/name/nm0709056/,/name/nm0745247/,/name/nm4271336/,/name/nm2159926/,/name/nm2794962/,/name/nm0991810/",545661.0,190241310.0
tt0110357,The Lion King,1994,G,88 min,"Animation, Adventure, Drama",8.5,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.","Roger Allers, 
Rob Minkoff",/name/nm0021249/,"Matthew Broderick, 
Jeremy Irons, 
James Earl Jones, 
Whoopi Goldberg","/name/nm0591450/,/name/nm0000111/,/name/nm0000460/,/name/nm0000469/,/name/nm0000155/",1071452.0,422783777.0
tt10298840,Strange World,2022,PG,102 min,"Animation, Action, Adventure",5.6,The legendary Clades are a family of explorers whose differences threaten to topple their latest and most crucial mission.,"Don Hall, 
Qui Nguyen",/name/nm2320658/,"Jake Gyllenhaal, 
Jaboukie Young-White, 
Gabrielle Union, 
Dennis Quaid","/name/nm5945690/,/name/nm0350453/,/name/nm7187850/,/name/nm0005517/,/name/nm0000598/",36176.0,
tt0317219,Cars,2006,G,117 min,"Animation, Adventure, Comedy",7.2,"On the way to the biggest race of his life, a hotshot rookie race car gets stranded in a rundown town, and learns that winning isn't everything in life.","John Lasseter, 
Joe Ranft",/name/nm0005124/,"Owen Wilson, 
Bonnie Hunt, 
Paul Newman, 
Larry the Cable Guy","/name/nm0710020/,/name/nm0005562/,/name/nm0001372/,/name/nm0000056/,/name/nm1249256/",431722.0,244082982.0
tt8115900,The Bad Guys,2022,PG,100 min,"Animation, Adventure, Comedy",6.8,"To avoid prison, a gang of notorious animal criminals pretends to seek being rehabilitated, only for their leader to realize that he genuinely wants to change his ways.",Pierre Perifel,/name/nm2010048/,"Sam Rockwell, 
Marc Maron, 
Awkwafina, 
Craig Robinson","/name/nm0005377/,/name/nm0549505/,/name/nm5377144/,/name/nm0732497/",45457.0,97233630.0
tt0245429,Spirited Away,2001,PG,125 min,"Animation, Adventure, Family",8.6,"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts.",Hayao Miyazaki,/name/nm0594503/,"Daveigh Chase, 
Suzanne Pleshette, 
Miyu Irino, 
Rumi Hiiragi","/name/nm0153738/,/name/nm0687189/,/name/nm0997115/,/name/nm0383708/",776225.0,10055859.0
tt8097030,Turning Red,2022,PG,100 min,"Animation, Adventure, Comedy",7.0,A 13-year-old girl named Meilin turns into a giant red panda whenever she gets too excited.,Domee Shi,/name/nm7626019/,"Rosalie Chiang, 
Sandra Oh, 
Ava Morse, 
Hyein Park","/name/nm8823152/,/name/nm0644897/,/name/nm6205098/,/name/nm7490724/",129219.0,
tt9362722,Spider-Man: Across the Spider-Verse,2023,,,"Animation, Action, Adventure",,"Miles Morales catapults across the Multiverse, where he encounters a team of Spider-People charged with protecting its very existence. When the heroes clash on how to handle a new threat, Miles must redefine what it means to be a hero.","Joaquim Dos Santos, 
Kemp Powers, 
Justin K. Thompson",/name/nm1690966/,"Shameik Moore, 
Hailee Steinfeld, 
Oscar Isaac, 
Jake Johnson","/name/nm5358492/,/name/nm1042511/,/name/nm4271336/,/name/nm2794962/,/name/nm1209966/,/name/nm2159926/",,
tt0382932,Ratatouille,2007,G,111 min,"Animation, Adventure, Comedy",8.1,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,"Brad Bird, 
Jan Pinkava",/name/nm0083348/,"Brad Garrett, 
Lou Romano, 
Patton Oswalt, 
Ian Holm","/name/nm0684342/,/name/nm0004951/,/name/nm0738918/,/name/nm0652663/,/name/nm0000453/",752449.0,206445654.0
tt5113044,Minions: The Rise of Gru,2022,PG,87 min,"Animation, Adventure, Comedy",6.5,The untold story of one twelve-year-old's dream to become the world's greatest supervillain.,"Kyle Balda, 
Brad Ableson, 
Jonathan del Val",/name/nm0049633/,"Steve Carell, 
Pierre Coffin, 
Alan Arkin, 
Taraji P. Henson","/name/nm1556070/,/name/nm3646390/,/name/nm0136797/,/name/nm1853544/,/name/nm0000273/,/name/nm0378245/",70007.0,369695210.0
tt9288046,The Sea Beast,2022,PG,115 min,"Animation, Adventure, Comedy",7.0,"When a young girl stows away on the ship of a legendary sea monster hunter, they launch an epic journey into uncharted waters - and make history to boot.",Chris Williams,/name/nm0930261/,"Karl Urban, 
Zaris-Angel Hator, 
Jared Harris, 
Marianne Jean-Baptiste","/name/nm0881631/,/name/nm9485683/,/name/nm0364813/,/name/nm0001399/",48555.0,
tt2948356,Zootopia,2016,PG,108 min,"Animation, Adventure, Comedy",8.0,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.","Byron Howard, 
Rich Moore, 
Jared Bush",/name/nm0397174/,"Ginnifer Goodwin, 
Jason Bateman, 
Idris Elba, 
Jenny Slate","/name/nm0601781/,/name/nm1158544/,/name/nm0329481/,/name/nm0000867/,/name/nm0252961/,/name/nm2809577/",508542.0,341268248.0
tt3521164,Moana,2016,PG,107 min,"Animation, Adventure, Comedy",7.6,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.","Ron Clements, 
John Musker, 
Don Hall, 
Chris Williams",/name/nm0166256/,"Auli'i Cravalho, 
Dwayne Johnson, 
Rachel House, 
Temuera Morrison","/name/nm0615780/,/name/nm2320658/,/name/nm0930261/,/name/nm7635388/,/name/nm0425005/,/name/nm1344302/,/name/nm0607325/",344625.0,248757044.0
tt15153532,Strays,2023,R,,"Animation, Adventure, Comedy",,An abandoned dog teams up with other strays to get revenge on his former owner.,Josh Greenbaum,/name/nm2307949/,"Sofía Vergara, 
Will Ferrell, 
Isla Fisher, 
Jamie Foxx","/name/nm0005527/,/name/nm0002071/,/name/nm0279545/,/name/nm0004937/",,
tt0126029,Shrek,2001,PG,90 min,"Animation, Adventure, Comedy",7.9,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.","Andrew Adamson, 
Vicky Jenson",/name/nm0011470/,"Mike Myers, 
Eddie Murphy, 
Cameron Diaz, 
John Lithgow","/name/nm0421776/,/name/nm0000196/,/name/nm0000552/,/name/nm0000139/,/name/nm0001475/",690456.0,267665011.0
tt3470600,Sing,2016,PG,108 min,"Animation, Comedy, Family",7.1,"In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists find that their lives will never be the same.","Garth Jennings, 
Christophe Lourdelet",/name/nm1134029/,"Matthew McConaughey, 
Reese Witherspoon, 
Seth MacFarlane, 
Scarlett Johansson","/name/nm2888554/,/name/nm0000190/,/name/nm0000702/,/name/nm0532235/,/name/nm0424060/",175511.0,270395425.0
tt0114709,Toy Story,1995,G,81 min,"Animation, Adventure, Comedy",8.3,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,John Lasseter,/name/nm0005124/,"Tom Hanks, 
Tim Allen, 
Don Rickles, 
Jim Varney","/name/nm0000158/,/name/nm0000741/,/name/nm0725543/,/name/nm0001815/",1005692.0,191796233.0
tt16428256,Suzume,2022,,122 min,"Animation, Action, Adventure",7.9,A modern action adventure road story where a 17-year-old girl named Suzume helps a mysterious young man close doors from the outer side that are releasing disasters all over in Japan.,Makoto Shinkai,/name/nm1396121/,"Nanoka Hara, 
Hokuto Matsumura, 
Eri Fukatsu, 
Kôshirô Matsumoto","/name/nm6152236/,/name/nm4941993/,/name/nm0297938/,/name/nm0406740/",1380.0,
tt2294629,Frozen,2013,PG,102 min,"Animation, Adventure, Comedy",7.4,"When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.","Chris Buck, 
Jennifer Lee",/name/nm0118333/,"Kristen Bell, 
Idina Menzel, 
Jonathan Groff, 
Josh Gad","/name/nm1601644/,/name/nm0068338/,/name/nm0579953/,/name/nm2676147/,/name/nm1265802/",633574.0,400738009.0
tt0347149,Howl's Moving Castle,2004,PG,119 min,"Animation, Adventure, Family",8.2,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",Hayao Miyazaki,/name/nm0594503/,"Chieko Baisho, 
Takuya Kimura, 
Tatsuya Gashûin, 
Akihiro Miwa","/name/nm0047962/,/name/nm0454120/,/name/nm0309107/,/name/nm0594271/",403705.0,4711096.0
tt2096673,Inside Out,2015,PG,95 min,"Animation, Adventure, Comedy",8.2,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.","Pete Docter, 
Ronnie Del Carmen",/name/nm0230032/,"Amy Poehler, 
Bill Hader, 
Lewis Black, 
Mindy Kaling","/name/nm0215455/,/name/nm0688132/,/name/nm0352778/,/name/nm0085400/,/name/nm1411676/",725432.0,356461711.0
tt5311514,Your Name.,2016,PG,106 min,"Animation, Drama, Fantasy",8.4,"Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?",Makoto Shinkai,/name/nm1396121/,"Ryunosuke Kamiki, 
Mone Kamishiraishi, 
Ryo Narita, 
Aoi Yûki","/name/nm1126340/,/name/nm4759838/,/name/nm6954008/,/name/nm2976492/",276935.0,5017246.0
tt2380307,Coco,2017,PG,105 min,"Animation, Adventure, Comedy",8.4,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.","Lee Unkrich, 
Adrian Molina",/name/nm0881279/,"Anthony Gonzalez, 
Gael García Bernal, 
Benjamin Bratt, 
Alanna Ubach","/name/nm2937122/,/name/nm5645519/,/name/nm0305558/,/name/nm0000973/,/name/nm0005513/",521540.0,209726015.0
tt0892769,How to Train Your Dragon,2010,PG,98 min,"Animation, Action, Adventure",8.1,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.","Dean DeBlois, 
Chris Sanders",/name/nm0213450/,"Jay Baruchel, 
Gerard Butler, 
Christopher Mintz-Plasse, 
Craig Ferguson","/name/nm0761498/,/name/nm0059431/,/name/nm0124930/,/name/nm2395586/,/name/nm0272401/",751157.0,217581231.0
tt0441773,Kung Fu Panda,2008,PG,92 min,"Animation, Action, Adventure",7.6,"To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way.","Mark Osborne, 
John Stevenson",/name/nm0651706/,"Jack Black, 
Ian McShane, 
Angelina Jolie, 
Dustin Hoffman","/name/nm0828970/,/name/nm0085312/,/name/nm0574534/,/name/nm0001401/,/name/nm0000163/",481223.0,215434591.0
tt0266543,Finding Nemo,2003,G,100 min,"Animation, Adventure, Comedy",8.2,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.","Andrew Stanton, 
Lee Unkrich",/name/nm0004056/,"Albert Brooks, 
Ellen DeGeneres, 
Alexander Gould, 
Willem Dafoe","/name/nm0881279/,/name/nm0000983/,/name/nm0001122/,/name/nm1071252/,/name/nm0000353/",1055181.0,380843261.0
tt0398286,Tangled,2010,PG,100 min,"Animation, Adventure, Comedy",7.7,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.","Nathan Greno, 
Byron Howard",/name/nm1977355/,"Mandy Moore, 
Zachary Levi, 
Donna Murphy, 
Ron Perlman","/name/nm0397174/,/name/nm0601553/,/name/nm1157048/,/name/nm0614220/,/name/nm0000579/",462530.0,200821936.0
tt0119282,Hercules,1997,G,93 min,"Animation, Adventure, Comedy",7.3,The son of Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it.,"Ron Clements, 
John Musker",/name/nm0166256/,"Tate Donovan, 
Susan Egan, 
James Woods, 
Barbara Barrie","/name/nm0615780/,/name/nm0004883/,/name/nm0250743/,/name/nm0000249/,/name/nm0057363/",237323.0,99046791.0
tt10473036,The Amazing Maurice,2022,PG,93 min,"Animation, Adventure, Comedy",6.3,"This story follows Maurice, a goofy streetwise cat, who has the perfect money-making scam. He finds a dumb-looking kid who plays a pipe and has his very own horde of rats, who are strangely literate.","Toby Genkel, 
Florian Westermann",/name/nm0312881/,"Hugh Laurie, 
Emilia Clarke, 
David Thewlis, 
Himesh Patel","/name/nm3154064/,/name/nm0491402/,/name/nm3592338/,/name/nm0000667/,/name/nm2797744/",2694.0,
tt1596342,Disenchanted,2022,PG,119 min,"Animation, Adventure, Comedy",5.6,"Fifteen years after her happily ever after, Giselle questions her happiness, inadvertently turning the lives of those in the real world and Andalasia upside down in the process.",Adam Shankman,/name/nm0788202/,"Amy Adams, 
Patrick Dempsey, 
Maya Rudolph, 
Gabriella Baldacchino","/name/nm0010736/,/name/nm0001131/,/name/nm0748973/,/name/nm9150537/",21602.0,
tt0198781,"Monsters, Inc.",2001,G,92 min,"Animation, Adventure, Comedy",8.1,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.","Pete Docter, 
David Silverman, 
Lee Unkrich",/name/nm0230032/,"Billy Crystal, 
John Goodman, 
Mary Gibbs, 
Steve Buscemi","/name/nm0798899/,/name/nm0881279/,/name/nm0000345/,/name/nm0000422/,/name/nm0316701/,/name/nm0000114/",920933.0,289916256.0
tt0910970,WALL·E,2008,G,98 min,"Animation, Adventure, Family",8.4,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",Andrew Stanton,/name/nm0004056/,"Ben Burtt, 
Elissa Knight, 
Jeff Garlin, 
Fred Willard","/name/nm0123785/,/name/nm2264184/,/name/nm0307531/,/name/nm0929609/",1129202.0,223808164.0
tt0317705,The Incredibles,2004,PG,115 min,"Animation, Action, Adventure",8.0,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.",Brad Bird,/name/nm0083348/,"Craig T. Nelson, 
Samuel L. Jackson, 
Holly Hunter, 
Jason Lee","/name/nm0005266/,/name/nm0000168/,/name/nm0000456/,/name/nm0005134/",750135.0,261441092.0
tt1049413,Up,2009,PG,96 min,"Animation, Adventure, Comedy",8.3,"78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.","Pete Docter, 
Bob Peterson",/name/nm0230032/,"Edward Asner, 
Jordan Nagai, 
John Ratzenberger, 
Christopher Plummer","/name/nm0677037/,/name/nm0000799/,/name/nm2973712/,/name/nm0001652/,/name/nm0001626/",1056429.0,293004164.0
tt0120623,A Bug's Life,1998,G,95 min,"Animation, Adventure, Comedy",7.2,"A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe.","John Lasseter, 
Andrew Stanton",/name/nm0005124/,"Kevin Spacey, 
David Foley, 
Julia Louis-Dreyfus, 
Hayden Panettiere","/name/nm0004056/,/name/nm0000228/,/name/nm0004929/,/name/nm0000506/,/name/nm0659363/",298318.0,162798565.0
tt8912936,DC League of Super-Pets,2022,PG,105 min,"Animation, Action, Adventure",7.2,"Krypto the Super-Dog and Superman are inseparable best friends, sharing the same superpowers and fighting crime side by side in Metropolis. However, Krypto must master his own powers for a rescue mission when Superman is kidnapped.","Jared Stern, 
Sam J. Levine",/name/nm2972864/,"Dwayne Johnson, 
Kevin Hart, 
Kate McKinnon, 
John Krasinski","/name/nm0505946/,/name/nm0425005/,/name/nm0366389/,/name/nm0571952/,/name/nm1024677/",66742.0,93657117.0
tt0101414,Beauty and the Beast,1991,G,84 min,"Animation, Family, Fantasy",8.0,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,"Gary Trousdale, 
Kirk Wise",/name/nm0873779/,"Paige O'Hara, 
Robby Benson, 
Jesse Corti, 
Rex Everhart","/name/nm0936374/,/name/nm0641314/,/name/nm0000913/,/name/nm0181425/,/name/nm0263591/",460319.0,218967620.0
tt14824600,The Lord of the Rings: The War of the Rohirrim,2024,,,"Animation, Action, Adventure",,"The untold story behind Helm's Deep, hundreds of years before the fateful war, telling the life and bloodsoaked times of its founder, Helm Hammerhand, the King of Rohan.",Kenji Kamiyama,/name/nm0436784/,"Brian Cox, 
Miranda Otto, 
Shaun Dooley, 
Luke Pasqualino","/name/nm0004051/,/name/nm0001584/,/name/nm0233215/,/name/nm3297698/",,
tt0298148,Shrek 2,2004,PG,93 min,"Animation, Adventure, Comedy",7.3,"Shrek and Fiona travel to the Kingdom of Far Far Away, where Fiona's parents are King and Queen, to celebrate their marriage. When they arrive, they find they are not as welcome as they thought they would be.","Andrew Adamson, 
Kelly Asbury, 
Conrad Vernon",/name/nm0011470/,"Mike Myers, 
Eddie Murphy, 
Cameron Diaz, 
Julie Andrews","/name/nm0038432/,/name/nm0970447/,/name/nm0000196/,/name/nm0000552/,/name/nm0000139/,/name/nm0000267/",474461.0,436471036.0
tt0432283,Fantastic Mr. Fox,2009,PG,87 min,"Animation, Adventure, Comedy",7.9,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,Wes Anderson,/name/nm0027572/,"George Clooney, 
Meryl Streep, 
Bill Murray, 
Jason Schwartzman","/name/nm0000123/,/name/nm0000658/,/name/nm0000195/,/name/nm0005403/",239372.0,21002919.0
tt0097757,The Little Mermaid,1989,G,83 min,"Animation, Adventure, Comedy",7.6,A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.,"Ron Clements, 
John Musker",/name/nm0166256/,"Jodi Benson, 
Samuel E. Wright, 
Rene Auberjonois, 
Christopher Daniel Barnes","/name/nm0615780/,/name/nm0072533/,/name/nm0942787/,/name/nm0041281/,/name/nm0055549/",269028.0,111543479.0
tt18259086,Sonic the Hedgehog 3,2024,,,"Animation, Action, Adventure",,Plot under wraps,Jeff Fowler,/name/nm1733778/,"Idris Elba, 
James Marsden, 
Ben Schwartz, 
Colleen O'Shaughnessey","/name/nm0252961/,/name/nm0005188/,/name/nm2355635/,/name/nm0642601/",,
tt0103639,Aladdin,1992,G,90 min,"Animation, Adventure, Comedy",8.0,A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,"Ron Clements, 
John Musker",/name/nm0166256/,"Scott Weinger, 
Robin Williams, 
Linda Larkin, 
Jonathan Freeman","/name/nm0615780/,/name/nm0918334/,/name/nm0000245/,/name/nm0488306/,/name/nm0293455/",429270.0,217350219.0
tt1679335,Trolls,2016,PG,92 min,"Animation, Adventure, Comedy",6.4,"After the Bergens invade Troll Village, Poppy, the happiest Troll ever born, and the curmudgeonly Branch set off on a journey to rescue her friends.","Mike Mitchell, 
Walt Dohrn",/name/nm0593610/,"Anna Kendrick, 
Justin Timberlake, 
Zooey Deschanel, 
Christopher Mintz-Plasse","/name/nm0230666/,/name/nm0447695/,/name/nm0005493/,/name/nm0221046/,/name/nm2395586/",84628.0,153707064.0
tt2948372,Soul,2020,PG,100 min,"Animation, Adventure, Comedy",8.0,"After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife.","Pete Docter, 
Kemp Powers",/name/nm0230032/,"Jamie Foxx, 
Tina Fey, 
Graham Norton, 
Rachel House","/name/nm5358492/,/name/nm0004937/,/name/nm0275486/,/name/nm0636218/,/name/nm1344302/",338387.0,
tt0780521,The Princess and the Frog,2009,G,97 min,"Animation, Adventure, Comedy",7.1,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.","Ron Clements, 
John Musker",/name/nm0166256/,"Anika Noni Rose, 
Keith David, 
Oprah Winfrey, 
Bruno Campos","/name/nm0615780/,/name/nm0741242/,/name/nm0202966/,/name/nm0001856/,/name/nm0004797/",150801.0,104400899.0
tt0095327,Grave of the Fireflies,1988,Not Rated,89 min,"Animation, Drama, War",8.5,A young boy and his little sister struggle to survive in Japan during World War II.,Isao Takahata,/name/nm0847223/,"Tsutomu Tatsumi, 
Ayano Shiraishi, 
Akemi Yamaguchi, 
Yoshiko Shinohara","/name/nm0851302/,/name/nm0794186/,/name/nm0945312/,/name/nm0794002/",282506.0,
tt1323594,Despicable Me,2010,PG,95 min,"Animation, Adventure, Comedy",7.6,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.","Pierre Coffin, 
Chris Renaud",/name/nm1853544/,"Steve Carell, 
Jason Segel, 
Russell Brand, 
Julie Andrews","/name/nm0719208/,/name/nm0136797/,/name/nm0781981/,/name/nm1258970/,/name/nm0000267/",555100.0,251513985.0
tt0435761,Toy Story 3,2010,G,103 min,"Animation, Adventure, Comedy",8.3,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",Lee Unkrich,/name/nm0881279/,"Tom Hanks, 
Tim Allen, 
Joan Cusack, 
Ned Beatty","/name/nm0000158/,/name/nm0000741/,/name/nm0000349/,/name/nm0000885/",845710.0,415004880.0
tt10298810,Lightyear,2022,PG,105 min,"Animation, Action, Adventure",6.1,"While spending years attempting to return home, marooned Space Ranger Buzz Lightyear encounters an army of ruthless robots commanded by Zurg who are attempting to steal his fuel source.",Angus MacLane,/name/nm0533691/,"Chris Evans, 
Keke Palmer, 
Peter Sohn, 
Taika Waititi","/name/nm0262635/,/name/nm1551130/,/name/nm0812307/,/name/nm0169806/",110074.0,118307188.0
tt0461770,Enchanted,2007,PG,107 min,"Animation, Adventure, Comedy",7.1,"A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil Queen, where she falls in love with a lawyer.",Kevin Lima,/name/nm0510674/,"Amy Adams, 
Susan Sarandon, 
James Marsden, 
Patrick Dempsey","/name/nm0010736/,/name/nm0000215/,/name/nm0005188/,/name/nm0001131/",208749.0,127807262.0
tt1979376,Toy Story 4,2019,G,100 min,"Animation, Adventure, Comedy",7.7,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",Josh Cooley,/name/nm2155757/,"Tom Hanks, 
Tim Allen, 
Annie Potts, 
Tony Hale","/name/nm0000158/,/name/nm0000741/,/name/nm0001633/,/name/nm0355024/",257233.0,434038008.0
