movie_id,movie_name,year,certificate,runtime,genre,rating,description,director,director_id,star,star_id,votes,gross(in $)
tt0037611,Conflict,1945,,86 min,"Drama, Film-Noir, Mystery",7.1,An engineer trapped in an unhappy marriage murders his wife in the hope of marrying her younger sister.,Curtis Bernhardt,/name/nm0076779/,"Humphrey Bogart, 
Alexis Smith, 
Sydney Greenstreet, 
Rose Hobart","/name/nm0000007/,/name/nm0807252/,/name/nm0002113/,/name/nm0387556/",4206.0,
tt0037382,To Have and Have Not,1944,PG,100 min,"Adventure, Comedy, Film-Noir",7.8,"During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer.",Howard Hawks,/name/nm0001328/,"Humphrey Bogart, 
Lauren Bacall, 
Walter Brennan, 
Dolores Moran","/name/nm0000007/,/name/nm0000002/,/name/nm0000974/,/name/nm0602834/",35754.0,
tt0038787,Notorious,1946,U,102 min,"Drama, Film-Noir, Romance",7.9,The daughter of a convicted Nazi spy is asked by American agents to gather information on a ring of Nazi scientists in South America. How far will she have to go to ingratiate herself with them?,Alfred Hitchcock,/name/nm0000033/,"Cary Grant, 
Ingrid Bergman, 
Claude Rains, 
Louis Calhern","/name/nm0000026/,/name/nm0000006/,/name/nm0001647/,/name/nm0129894/",102645.0,10464000.0
tt0052311,Touch of Evil,1958,PG-13,95 min,"Crime, Drama, Film-Noir",8.0,"A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.",Orson Welles,/name/nm0000080/,"Charlton Heston, 
Orson Welles, 
Janet Leigh, 
Joseph Calleia","/name/nm0000032/,/name/nm0000080/,/name/nm0001463/,/name/nm0130407/",105973.0,2237659.0
tt0037691,Fallen Angel,1945,,98 min,"Crime, Film-Noir, Mystery",7.0,"A slick con man arrives in a small town looking to make some money, but soon gets more than he bargained for.",Otto Preminger,/name/nm0695937/,"Alice Faye, 
Dana Andrews, 
Linda Darnell, 
Charles Bickford","/name/nm0269647/,/name/nm0000763/,/name/nm0001105/,/name/nm0001948/",5971.0,
tt0049406,The Killing,1956,,84 min,"Crime, Drama, Film-Noir",8.0,Crook Johnny Clay assembles a five-man team to plan and execute a daring racetrack robbery.,Stanley Kubrick,/name/nm0000040/,"Sterling Hayden, 
Coleen Gray, 
Vince Edwards, 
Jay C. Flippen","/name/nm0001330/,/name/nm0336531/,/name/nm0250436/,/name/nm0282435/",91399.0,
tt0044079,Strangers on a Train,1951,A,101 min,"Crime, Drama, Film-Noir",7.9,A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.,Alfred Hitchcock,/name/nm0000033/,"Farley Granger, 
Robert Walker, 
Ruth Roman, 
Leo G. Carroll","/name/nm0335048/,/name/nm0908153/,/name/nm0738746/,/name/nm0001991/",135584.0,7630000.0
tt0046935,Drive a Crooked Road,1954,,83 min,"Crime, Drama, Film-Noir",6.9,An upright car mechanic falls in love with the girlfriend of a gangster. This forces him to participate in the criminal underworld.,Richard Quine,/name/nm0703689/,"Mickey Rooney, 
Dianne Foster, 
Kevin McCarthy, 
Jack Kelly","/name/nm0001682/,/name/nm0287769/,/name/nm0002994/,/name/nm0446438/",1855.0,
tt0023427,Scarface,1932,,93 min,"Action, Crime, Drama",7.7,"An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.","Howard Hawks, 
Richard Rosson",/name/nm0001328/,"Paul Muni, 
Ann Dvorak, 
Karen Morley, 
Osgood Perkins","/name/nm0744514/,/name/nm0612847/,/name/nm0245304/,/name/nm0605904/,/name/nm0674019/",28694.0,
tt0036342,Shadow of a Doubt,1943,,108 min,"Film-Noir, Thriller",7.8,"A teenage girl, overjoyed when her favorite uncle comes to visit the family in their quiet California town, slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities.",Alfred Hitchcock,/name/nm0000033/,"Teresa Wright, 
Joseph Cotten, 
Macdonald Carey, 
Henry Travers","/name/nm0942863/,/name/nm0001072/,/name/nm0136994/,/name/nm0871287/",66820.0,
tt0038109,Spellbound,1945,,111 min,"Film-Noir, Mystery, Romance",7.5,A psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.,Alfred Hitchcock,/name/nm0000033/,"Ingrid Bergman, 
Gregory Peck, 
Michael Chekhov, 
Leo G. Carroll","/name/nm0000006/,/name/nm0000060/,/name/nm0155011/,/name/nm0001991/",49618.0,7000000.0
tt0038669,The Killers,1946,,103 min,"Crime, Drama, Film-Noir",7.7,"Hit men kill an unresisting victim, and investigator Reardon uncovers his past involvement with beautiful, deadly Kitty Collins.",Robert Siodmak,/name/nm0802563/,"Burt Lancaster, 
Ava Gardner, 
Edmond O'Brien, 
Albert Dekker","/name/nm0000044/,/name/nm0001257/,/name/nm0639529/,/name/nm0215260/",22073.0,
tt0042792,No Way Out,1950,A,106 min,"Crime, Drama, Film-Noir",7.4,"Two hoodlums, brothers, are shot and wounded during an attempted robbery. They are taken to a nearby hospital where one brother dies. The surviving brother, a rabid racist, blames the African-American doctor for his death.",Joseph L. Mankiewicz,/name/nm0000581/,"Richard Widmark, 
Linda Darnell, 
Stephen McNally, 
Sidney Poitier","/name/nm0001847/,/name/nm0001105/,/name/nm0573640/,/name/nm0001627/",5787.0,
tt0037008,Laura,1944,,88 min,"Drama, Film-Noir, Mystery",7.9,A police detective falls in love with the woman whose murder he is investigating.,Otto Preminger,/name/nm0695937/,"Gene Tierney, 
Dana Andrews, 
Clifton Webb, 
Vincent Price","/name/nm0000074/,/name/nm0000763/,/name/nm0916067/,/name/nm0001637/",48451.0,4360000.0
tt0037913,Mildred Pierce,1945,,111 min,"Crime, Drama, Film-Noir",7.9,A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.,Michael Curtiz,/name/nm0002031/,"Joan Crawford, 
Jack Carson, 
Zachary Scott, 
Eve Arden","/name/nm0001076/,/name/nm0007217/,/name/nm0779923/,/name/nm0000781/",26649.0,
tt0038559,Gilda,1946,,110 min,"Drama, Film-Noir, Romance",7.6,A small-time gambler hired to work in a Buenos Aires casino discovers his employer's new wife is his former lover.,Charles Vidor,/name/nm0896533/,"Rita Hayworth, 
Glenn Ford, 
George Macready, 
Joseph Calleia","/name/nm0000028/,/name/nm0001229/,/name/nm0534317/,/name/nm0130407/",33080.0,
tt0039689,Out of the Past,1947,,97 min,"Crime, Drama, Film-Noir",8.0,"A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses, and duplicitous dames.",Jacques Tourneur,/name/nm0869664/,"Robert Mitchum, 
Jane Greer, 
Kirk Douglas, 
Rhonda Fleming","/name/nm0000053/,/name/nm0339452/,/name/nm0000018/,/name/nm0281766/",38338.0,
tt0044557,Don't Bother to Knock,1952,,76 min,"Drama, Film-Noir, Mystery",6.8,"After being dumped by his girlfriend, an airline pilot pursues a babysitter in his hotel and gradually realizes she's dangerous.",Roy Ward Baker,/name/nm0001928/,"Richard Widmark, 
Marilyn Monroe, 
Anne Bancroft, 
Donna Corcoran","/name/nm0001847/,/name/nm0000054/,/name/nm0000843/,/name/nm2076146/",7699.0,
tt0042250,Highway 301,1950,,83 min,"Crime, Drama, Film-Noir",6.7,"Led by a psychopathic killer, a vicious gang of armed robbers terrorizes Virginia, Maryland and North Carolina, robbing banks and payrolls and murdering anyone who might identify them.",Andrew L. Stone,/name/nm0831720/,"William P. Lane Jr., 
John S. Battle, 
W. Kerr Scott, 
Steve Cochran","/name/nm0485214/,/name/nm0061504/,/name/nm0779198/,/name/nm0168215/",957.0,
tt0034248,Suspicion,1941,,99 min,"Film-Noir, Mystery, Thriller",7.3,"A shy young heiress marries a charming gentleman, and soon begins to suspect he is planning to murder her.",Alfred Hitchcock,/name/nm0000033/,"Cary Grant, 
Joan Fontaine, 
Cedric Hardwicke, 
Nigel Bruce","/name/nm0000026/,/name/nm0000021/,/name/nm0362567/,/name/nm0115558/",39635.0,4500000.0
tt0039545,Lady in the Lake,1946,,105 min,"Crime, Film-Noir, Mystery",6.5,The lady editor of a crime magazine hires Phillip Marlowe to find the wife of her boss. The private detective soon finds himself involved in murder.,Robert Montgomery,/name/nm0599910/,"Robert Montgomery, 
Audrey Totter, 
Lloyd Nolan, 
Tom Tully","/name/nm0599910/,/name/nm0869429/,/name/nm0634313/,/name/nm0876451/",5796.0,
tt0052293,Thunder Road,1958,,92 min,"Crime, Drama, Film-Noir",6.6,A veteran comes home from the Korean War to the mountains and takes over the family moonshining business. He has to battle big-city gangsters who are trying to take over the business and the police who are trying to put him in prison.,Arthur Ripley,/name/nm0727999/,"Robert Mitchum, 
Gene Barry, 
Jacques Aubuchon, 
Keely Smith","/name/nm0000053/,/name/nm0058001/,/name/nm0041466/,/name/nm0808906/",4129.0,
tt0040506,Key Largo,1948,,100 min,"Action, Crime, Drama",7.7,"A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other.",John Huston,/name/nm0001379/,"Humphrey Bogart, 
Edward G. Robinson, 
Lauren Bacall, 
Lionel Barrymore","/name/nm0000007/,/name/nm0000064/,/name/nm0000002/,/name/nm0000859/",41844.0,
tt0040512,Kiss the Blood Off My Hands,1948,,79 min,"Crime, Drama, Film-Noir",6.7,Fugitive Bill Saunders and lonely nurse Jane Wharton are crossed by fate when he hides out in her apartment.,Norman Foster,/name/nm0287988/,"Joan Fontaine, 
Burt Lancaster, 
Robert Newton, 
Lewis L. Russell","/name/nm0000021/,/name/nm0000044/,/name/nm0628579/,/name/nm0751289/",1626.0,
tt0038854,The Postman Always Rings Twice,1946,,113 min,"Crime, Drama, Film-Noir",7.4,"A married woman and a drifter fall in love, then plot to murder her husband.",Tay Garnett,/name/nm0307819/,"Lana Turner, 
John Garfield, 
Cecil Kellaway, 
Hume Cronyn","/name/nm0001805/,/name/nm0002092/,/name/nm0445523/,/name/nm0002025/",21593.0,8330000.0
tt0040525,The Lady from Shanghai,1947,,87 min,"Crime, Drama, Film-Noir",7.5,"Fascinated by gorgeous Mrs. Bannister, seaman Michael O'Hara joins a bizarre yachting cruise, and ends up mired in a complex murder plot.",Orson Welles,/name/nm0000080/,"Rita Hayworth, 
Orson Welles, 
Everett Sloane, 
Glenn Anders","/name/nm0000028/,/name/nm0000080/,/name/nm0806041/,/name/nm0026011/",31247.0,7927.0
tt0042208,The Asphalt Jungle,1950,,112 min,"Crime, Drama, Film-Noir",7.8,"A major heist goes off as planned, but then double crosses, bad luck and solid police work cause everything to unravel.",John Huston,/name/nm0001379/,"Sterling Hayden, 
Louis Calhern, 
Jean Hagen, 
James Whitmore","/name/nm0001330/,/name/nm0129894/,/name/nm0353405/,/name/nm0926235/",28032.0,
tt0039305,Dead Reckoning,1947,,100 min,"Crime, Drama, Film-Noir",7.1,"A soldier runs away rather than receive the Medal of Honor, so his buddy gets permission to investigate, and love and death soon follow.",John Cromwell,/name/nm0188669/,"Humphrey Bogart, 
Lizabeth Scott, 
Morris Carnovsky, 
Charles Cane","/name/nm0000007/,/name/nm0779507/,/name/nm0138885/,/name/nm0133802/",8105.0,
tt0041113,All the King's Men,1949,,110 min,"Drama, Film-Noir",7.4,"The rise and fall of a corrupt politician, who makes his friends richer and retains power by dint of a populist appeal.",Robert Rossen,/name/nm0744035/,"Broderick Crawford, 
John Ireland, 
Joanne Dru, 
John Derek","/name/nm0002024/,/name/nm0409869/,/name/nm0238445/,/name/nm0001135/",15463.0,
tt0051036,Sweet Smell of Success,1957,U,96 min,"Drama, Film-Noir",8.0,Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.,Alexander Mackendrick,/name/nm0533241/,"Burt Lancaster, 
Tony Curtis, 
Susan Harrison, 
Martin Milner","/name/nm0000044/,/name/nm0000348/,/name/nm0365893/,/name/nm0590398/",33167.0,
tt0037330,The Suspect,1944,,85 min,"Drama, Film-Noir, Thriller",7.4,"An unhappily married man begins a flirtation with a younger woman. When his wife threatens to ruin her, he decides to take action.",Robert Siodmak,/name/nm0802563/,"Charles Laughton, 
Ella Raines, 
Dean Harens, 
Stanley Ridges","/name/nm0001452/,/name/nm0707048/,/name/nm0362869/,/name/nm0725897/",2604.0,
tt0044357,Angel Face,1952,,91 min,"Crime, Drama, Film-Noir",7.2,Ambulance driver Frank Jessup is ensnared in the schemes of the sensuous but dangerous Diane Tremayne.,Otto Preminger,/name/nm0695937/,"Robert Mitchum, 
Jean Simmons, 
Mona Freeman, 
Herbert Marshall","/name/nm0000053/,/name/nm0001739/,/name/nm0293530/,/name/nm0003339/",8320.0,
tt0042593,In a Lonely Place,1950,,94 min,"Drama, Film-Noir, Mystery",7.9,"A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.",Nicholas Ray,/name/nm0712947/,"Humphrey Bogart, 
Gloria Grahame, 
Frank Lovejoy, 
Carl Benton Reid","/name/nm0000007/,/name/nm0002108/,/name/nm0522481/,/name/nm0717203/",32536.0,
tt0036260,Phantom Lady,1944,,87 min,"Crime, Drama, Film-Noir",7.2,A devoted secretary risks her life to try to find the elusive woman who may prove her boss didn't murder his selfish wife.,Robert Siodmak,/name/nm0802563/,"Franchot Tone, 
Ella Raines, 
Alan Curtis, 
Aurora Miranda","/name/nm0867144/,/name/nm0707048/,/name/nm0193232/,/name/nm0592058/",5236.0,
tt0043338,Ace in the Hole,1951,,111 min,"Drama, Film-Noir",8.1,"A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to rekindle his career, but the situation quickly escalates into an out-of-control circus.",Billy Wilder,/name/nm0000697/,"Kirk Douglas, 
Jan Sterling, 
Robert Arthur, 
Porter Hall","/name/nm0000018/,/name/nm0012443/,/name/nm0037816/,/name/nm0356004/",36852.0,3969893.0
tt0042041,White Heat,1949,,114 min,"Action, Crime, Drama",8.1,A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.,Raoul Walsh,/name/nm0909825/,"James Cagney, 
Virginia Mayo, 
Edmond O'Brien, 
Margaret Wycherly","/name/nm0000010/,/name/nm0562920/,/name/nm0639529/,/name/nm0943618/",33757.0,
tt0046126,Niagara,1953,,92 min,"Film-Noir, Thriller",7.0,"As two couples are visiting Niagara Falls, tensions between one wife and her husband reach the level of murder.",Henry Hathaway,/name/nm0368871/,"Marilyn Monroe, 
Joseph Cotten, 
Jean Peters, 
Max Showalter","/name/nm0000054/,/name/nm0001072/,/name/nm0676492/,/name/nm0795289/",18395.0,
tt0039017,Terror by Night,1946,,60 min,"Crime, Drama, Film-Noir",6.7,"When the fabled Star of Rhodesia diamond is stolen on a London to Edinburgh train and the son of its owner is murdered, Sherlock Holmes must discover which of his suspicious fellow passengers is responsible.",Roy William Neill,/name/nm0624756/,"Basil Rathbone, 
Nigel Bruce, 
Alan Mowbray, 
Dennis Hoey","/name/nm0001651/,/name/nm0115558/,/name/nm0610253/,/name/nm0388615/",6388.0,
tt0038991,The Stranger,1946,,95 min,"Crime, Drama, Film-Noir",7.3,An investigator from the War Crimes Commission travels to Connecticut to find an infamous Nazi.,Orson Welles,/name/nm0000080/,"Orson Welles, 
Edward G. Robinson, 
Loretta Young, 
Philip Merivale","/name/nm0000080/,/name/nm0000064/,/name/nm0949835/,/name/nm0580882/",27126.0,
tt0041954,Tension,1949,,95 min,"Crime, Drama, Film-Noir",7.3,A meek pharmacist creates an alternate identity under which he plans to murder the bullying liquor salesman who has become his wife's lover.,John Berry,/name/nm0077587/,"Richard Basehart, 
Audrey Totter, 
Cyd Charisse, 
Barry Sullivan","/name/nm0000865/,/name/nm0869429/,/name/nm0001998/,/name/nm0837959/",3247.0,
tt0045555,The Big Heat,1953,,89 min,"Crime, Film-Noir, Thriller",7.9,Tough cop Dave Bannion takes on a politically powerful crime syndicate.,Fritz Lang,/name/nm0000485/,"Glenn Ford, 
Gloria Grahame, 
Jocelyn Brando, 
Alexander Scourby","/name/nm0001229/,/name/nm0002108/,/name/nm0104720/,/name/nm0780038/",27357.0,
tt0041268,Criss Cross,1949,,84 min,"Crime, Drama, Film-Noir",7.4,An armored truck driver and his ex-wife conspire with a gang to have his own truck robbed on the route.,Robert Siodmak,/name/nm0802563/,"Burt Lancaster, 
Yvonne De Carlo, 
Dan Duryea, 
Stephen McNally","/name/nm0000044/,/name/nm0001119/,/name/nm0002053/,/name/nm0573640/",8856.0,
tt0038057,Scarlet Street,1945,,102 min,"Crime, Drama, Film-Noir",7.8,"A man in mid-life crisis befriends a young woman, though her fiancé persuades her to con him out of the fortune they mistakenly assume he possesses.",Fritz Lang,/name/nm0000485/,"Edward G. Robinson, 
Joan Bennett, 
Dan Duryea, 
Margaret Lindsay","/name/nm0000064/,/name/nm0000910/,/name/nm0002053/,/name/nm0512267/",17559.0,
tt0048261,Kiss Me Deadly,1955,,106 min,"Crime, Film-Noir, Mystery",7.5,"A doomed female hitchhiker pulls Mike Hammer into a deadly whirlpool of intrigue, revolving around a mysterious ""great whatsit"".",Robert Aldrich,/name/nm0000736/,"Ralph Meeker, 
Albert Dekker, 
Paul Stewart, 
Juano Hernandez","/name/nm0576127/,/name/nm0215260/,/name/nm0829717/,/name/nm0379621/",21009.0,
tt0039208,Boomerang!,1947,,88 min,"Crime, Drama, Film-Noir",7.2,The true story of a prosecutor's fight to prove the innocence of a man accused of a notorious murder.,Elia Kazan,/name/nm0001415/,"Dana Andrews, 
Jane Wyatt, 
Lee J. Cobb, 
Cara Williams","/name/nm0000763/,/name/nm0943553/,/name/nm0002011/,/name/nm0930209/",4788.0,
tt0037865,Leave Her to Heaven,1945,,110 min,"Drama, Film-Noir, Romance",7.6,"A writer falls in love with a young socialite and they're soon married, but her obsessive love for him threatens to be the undoing of them both as well as everyone around them.",John M. Stahl,/name/nm0821472/,"Gene Tierney, 
Cornel Wilde, 
Jeanne Crain, 
Vincent Price","/name/nm0000074/,/name/nm0664273/,/name/nm0002022/,/name/nm0001637/",13637.0,
tt0051207,The Wrong Man,1956,U,105 min,"Drama, Film-Noir",7.4,"In 1953, an innocent man named Christopher Emanuel ""Manny"" Balestrero is arrested after being mistaken for an armed robber.",Alfred Hitchcock,/name/nm0000033/,"Henry Fonda, 
Vera Miles, 
Anthony Quayle, 
Harold J. Stone","/name/nm0000020/,/name/nm0587256/,/name/nm0703033/,/name/nm0831905/",29326.0,
tt0046187,Pickup on South Street,1953,,80 min,"Crime, Film-Noir, Mystery",7.6,A pickpocket unwittingly lifts a message destined for enemy agents and becomes a target for a Communist spy ring.,Samuel Fuller,/name/nm0002087/,"Richard Widmark, 
Jean Peters, 
Thelma Ritter, 
Murvyn Vye","/name/nm0001847/,/name/nm0676492/,/name/nm0728812/,/name/nm0904531/",15113.0,
tt0039589,Lured,1947,,102 min,"Crime, Drama, Film-Noir",7.0,British police are after a serial killer who lures his female victims through newspaper personal ads and sends cryptic-poem clues to the cops.,Douglas Sirk,/name/nm0802862/,"George Sanders, 
Lucille Ball, 
Charles Coburn, 
Boris Karloff","/name/nm0001695/,/name/nm0000840/,/name/nm0002013/,/name/nm0000472/",4116.0,
tt0041859,The Set-Up,1949,,73 min,"Crime, Film-Noir, Sport",7.8,"Expecting the usual loss, a boxing manager takes bribes from a betting gangster without telling his fighter.",Robert Wise,/name/nm0936404/,"Robert Ryan, 
Audrey Totter, 
George Tobias, 
Alan Baxter","/name/nm0752813/,/name/nm0869429/,/name/nm0864869/,/name/nm0062667/",9380.0,
tt0039661,Nightmare Alley,1947,,110 min,"Drama, Film-Noir",7.7,"The rise and fall of Stanton Carlisle, a mentalist whose lies and deceit prove to be his downfall.",Edmund Goulding,/name/nm0332539/,"Tyrone Power, 
Joan Blondell, 
Coleen Gray, 
Helen Walker","/name/nm0000061/,/name/nm0000951/,/name/nm0336531/,/name/nm0907785/",12581.0,
tt0039302,Dark Passage,1947,,106 min,"Film-Noir, Thriller",7.5,A man convicted of murdering his wife escapes from prison and works with a woman to try to prove his innocence.,Delmer Daves,/name/nm0202681/,"Humphrey Bogart, 
Lauren Bacall, 
Bruce Bennett, 
Agnes Moorehead","/name/nm0000007/,/name/nm0000002/,/name/nm0071636/,/name/nm0001547/",20527.0,
tt0037884,The Lost Weekend,1945,,101 min,"Drama, Film-Noir",7.9,The desperate life of a chronic alcoholic is followed through a four-day drinking bout.,Billy Wilder,/name/nm0000697/,"Ray Milland, 
Jane Wyman, 
Phillip Terry, 
Howard Da Silva","/name/nm0001537/,/name/nm0943837/,/name/nm0856062/,/name/nm0196247/",38014.0,9460000.0
tt0040636,The Naked City,1948,,96 min,"Crime, Drama, Film-Noir",7.6,A step-by-step look at a murder investigation on the streets of New York.,Jules Dassin,/name/nm0202088/,"Barry Fitzgerald, 
Howard Duff, 
Dorothy Hart, 
Don Taylor","/name/nm0280178/,/name/nm0003318/,/name/nm0366253/,/name/nm0852279/",14233.0,
tt0033717,High Sierra,1941,,100 min,"Action, Adventure, Drama",7.5,"After being released from prison, notorious thief Roy Earle is hired by his old boss to help a group of inexperienced criminals plan and carry out the robbery of a California resort.",Raoul Walsh,/name/nm0909825/,"Ida Lupino, 
Humphrey Bogart, 
Alan Curtis, 
Arthur Kennedy","/name/nm0526946/,/name/nm0000007/,/name/nm0193232/,/name/nm0447913/",17934.0,
tt0041968,Too Late for Tears,1949,,99 min,"Crime, Drama, Film-Noir",7.3,"Through a fluke circumstance, a ruthless woman stumbles across a suitcase filled with $60,000, and is determined to hold onto it even if it means murder.",Byron Haskin,/name/nm0005738/,"Lizabeth Scott, 
Don DeFore, 
Dan Duryea, 
Arthur Kennedy","/name/nm0779507/,/name/nm0214529/,/name/nm0002053/,/name/nm0447913/",5067.0,
tt0037469,The Woman in the Window,1944,,107 min,"Crime, Drama, Film-Noir",7.6,"When a conservative middle aged professor engages in a relationship with a femme fatale, he's plunged into a nightmarish world of blackmail and murder.",Fritz Lang,/name/nm0000485/,"Edward G. Robinson, 
Joan Bennett, 
Raymond Massey, 
Edmund Breon","/name/nm0000064/,/name/nm0000910/,/name/nm0557339/,/name/nm0107631/",16646.0,
tt0029870,Angels with Dirty Faces,1938,,97 min,"Crime, Drama, Film-Noir",7.9,A priest tries to stop a gangster from corrupting a group of street kids.,Michael Curtiz,/name/nm0002031/,"James Cagney, 
Pat O'Brien, 
Humphrey Bogart, 
Ann Sheridan","/name/nm0000010/,/name/nm0002285/,/name/nm0000007/,/name/nm0792130/",22066.0,
tt0023458,Shanghai Express,1932,,82 min,"Adventure, Drama, Film-Noir",7.3,A notorious woman rides a train through a dangerous situation with a British captain she loved.,Josef von Sternberg,/name/nm0903049/,"Marlene Dietrich, 
Clive Brook, 
Anna May Wong, 
Warner Oland","/name/nm0000017/,/name/nm0111612/,/name/nm0938923/,/name/nm0645941/",9297.0,
tt0037638,Detour,1945,,66 min,"Crime, Drama, Film-Noir",7.3,"The life of Al Roberts, a pianist in a New York nightclub, turns into a nightmare when he decides to hitchhike to Los Angeles to visit his girlfriend.",Edgar G. Ulmer,/name/nm0880618/,"Tom Neal, 
Ann Savage, 
Claudia Drake, 
Edmund MacDonald","/name/nm0623684/,/name/nm0767243/,/name/nm0236873/,/name/nm0531705/",18145.0,16172.0
tt0037101,"Murder, My Sweet",1944,,95 min,"Crime, Drama, Film-Noir",7.5,"After being hired to find an ex-con's former girlfriend, Philip Marlowe is drawn into a deeply complex web of mystery and deceit.",Edward Dmytryk,/name/nm0229424/,"Dick Powell, 
Claire Trevor, 
Anne Shirley, 
Otto Kruger","/name/nm0694090/,/name/nm0872456/,/name/nm0794297/,/name/nm0472603/",13990.0,
