movie_id,movie_name,year,certificate,runtime,genre,rating,description,director,director_id,star,star_id,votes,gross(in $)
tt4846340,Hidden Figures,2016,PG,127 min,"Biography, Drama, History",7.8,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,Theodore Melfi,/name/nm0577647/,"Taraji P. Henson, 
Octavia Spencer, 
Janelle Monáe, 
Kevin Costner","/name/nm0378245/,/name/nm0818055/,/name/nm1847117/,/name/nm0000126/",235196.0,169607287.0
tt4960748,Till,2022,PG-13,130 min,"Biography, Drama, History",7.2,"In 1955, after Emmett Till is murdered in a brutal lynching, his mother vows to expose the racism behind the attack while working to have those involved brought to justice.",Chinonye Chukwu,/name/nm2703824/,"Danielle Deadwyler, 
Jalyn Hall, 
Frankie Faison, 
Haley Bennett","/name/nm4314990/,/name/nm8786575/,/name/nm0265670/,/name/nm2247245/",7827.0,
tt13131232,Mission Majnu,2023,TV-MA,129 min,"Action, Drama, History",7.6,"In the 1970s, an undercover Indian spy takes on a deadly mission to expose a covert nuclear weapons program in the heart of Pakistan.",Shantanu Bagchi,/name/nm7424077/,"Sidharth Malhotra, 
Rashmika Mandanna, 
Parmeet Sethi, 
Zakir Hussain","/name/nm3289096/,/name/nm8612305/,/name/nm0786033/,/name/nm1664541/",38631.0,
tt2119532,Hacksaw Ridge,2016,R,139 min,"Biography, Drama, History",8.1,"World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.",Mel Gibson,/name/nm0000154/,"Andrew Garfield, 
Sam Worthington, 
Luke Bracey, 
Teresa Palmer","/name/nm1940449/,/name/nm0941777/,/name/nm3478396/,/name/nm1954240/",535776.0,67209615.0
tt8883486,Medieval,2022,R,125 min,"Action, Drama, History",5.9,"The story of fifteenth century Czech icon and warlord Jan Zizka, who defeated armies of the Teutonic Order and the Holy Roman Empire.",Petr Jákl,/name/nm1362893/,"Ben Foster, 
Sophie Lowe, 
Michael Caine, 
Til Schweiger","/name/nm0004936/,/name/nm2998321/,/name/nm0000323/,/name/nm0001709/",8759.0,
tt1596363,The Big Short,2015,R,130 min,"Biography, Comedy, Drama",7.8,"In 2006-2007 a group of investors bet against the United States mortgage market. In their research, they discover how flawed and corrupt the market is.",Adam McKay,/name/nm0570912/,"Christian Bale, 
Steve Carell, 
Ryan Gosling, 
Brad Pitt","/name/nm0000288/,/name/nm0136797/,/name/nm0331516/,/name/nm0000093/",438736.0,70259870.0
tt0112573,Braveheart,1995,R,178 min,"Biography, Drama, History",8.4,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,Mel Gibson,/name/nm0000154/,"Mel Gibson, 
Sophie Marceau, 
Patrick McGoohan, 
Angus Macfadyen","/name/nm0000154/,/name/nm0000521/,/name/nm0001526/,/name/nm0005171/",1044563.0,75600000.0
tt15301048,"Argentina, 1985",2022,R,140 min,"Biography, Crime, Drama",7.6,A team of lawyers takes on the heads of Argentina's bloody military dictatorship during the 1980s in a battle against odds and a race against time.,Santiago Mitre,/name/nm1377207/,"Ricardo Darín, 
Gina Mastronicola, 
Francisco Bertín, 
Santiago Armas Estevarena","/name/nm0201857/,/name/nm12905943/,/name/nm8077780/,/name/nm11966522/",19173.0,
tt0108358,Tombstone,1993,R,130 min,"Biography, Drama, History",7.8,"A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.","George P. Cosmatos, 
Kevin Jarre",/name/nm0181902/,"Kurt Russell, 
Val Kilmer, 
Sam Elliott, 
Bill Paxton","/name/nm0418883/,/name/nm0000621/,/name/nm0000174/,/name/nm0000385/,/name/nm0000200/",152781.0,56505065.0
tt4244994,The Last Duel,2021,R,152 min,"Action, Drama, History",7.4,King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire by challenging him to a duel.,Ridley Scott,/name/nm0000631/,"Matt Damon, 
Adam Driver, 
Jodie Comer, 
Harriet Walter","/name/nm0000354/,/name/nm3485845/,/name/nm3069650/,/name/nm0910040/",160481.0,
tt8503618,Hamilton,2020,PG-13,160 min,"Biography, Drama, History",8.4,"The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.",Thomas Kail,/name/nm2371802/,"Lin-Manuel Miranda, 
Phillipa Soo, 
Leslie Odom Jr., 
Renée Elise Goldsberry","/name/nm0592135/,/name/nm5623883/,/name/nm1502434/,/name/nm0325989/",97742.0,
tt21867434,BlackBerry,2023,,122 min,"Biography, Comedy, Drama",,The story of the meteoric rise and catastrophic demise of the world's first smartphone.,Matt Johnson,/name/nm4798740/,"Jay Baruchel, 
Glenn Howerton, 
Matt Johnson, 
Cary Elwes","/name/nm0059431/,/name/nm1097351/,/name/nm4798740/,/name/nm0000144/",,
tt7984766,The King,2019,R,140 min,"Biography, Drama, History",7.3,"Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past life.",David Michôd,/name/nm2391575/,"Tom Glynn-Carney, 
Gábor Czap, 
Tom Fisher, 
Edward Ashley","/name/nm6077951/,/name/nm5994557/,/name/nm1433660/,/name/nm5361352/",134316.0,
tt0320661,Kingdom of Heaven,2005,R,144 min,"Action, Adventure, Drama",7.2,"Balian of Ibelin travels to Jerusalem during the Crusades of the 12th century, and there he finds himself as the defender of the city and its people.",Ridley Scott,/name/nm0000631/,"Orlando Bloom, 
Eva Green, 
Liam Neeson, 
Martin Hancock","/name/nm0089217/,/name/nm1200692/,/name/nm0000553/,/name/nm0359398/",293295.0,47398413.0
tt0080491,Caligula,1979,Unrated,156 min,"Drama, History",5.3,"A dramatization of the ascent to Caesar and subsequent reign of Caligula, one of the most notorious leaders of ancient Rome. We see his ambition, his scheming, his perversion and decadence, his brutality and his lunacy.",Tinto Brass,/name/nm0000972/,"Malcolm McDowell, 
Peter O'Toole, 
Helen Mirren, 
Teresa Ann Savoy","/name/nm0000532/,/name/nm0000564/,/name/nm0000545/,/name/nm0767930/",36533.0,23438120.0
tt0102138,JFK,1991,R,189 min,"Drama, History, Thriller",8.0,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,Oliver Stone,/name/nm0000231/,"Kevin Costner, 
Gary Oldman, 
Jack Lemmon, 
Walter Matthau","/name/nm0000126/,/name/nm0000198/,/name/nm0000493/,/name/nm0000527/",159559.0,70405498.0
tt0082517,History of the World: Part I,1981,R,92 min,"Comedy, History, Musical",6.8,Mel Brooks brings his one-of-a-kind comic touch to the history of mankind covering events from the Old Testament to the French Revolution in a series of episodic comedy vignettes.,Mel Brooks,/name/nm0000316/,"Mel Brooks, 
Gregory Hines, 
Dom DeLuise, 
Madeline Kahn","/name/nm0000316/,/name/nm0002138/,/name/nm0001123/,/name/nm0001404/",50882.0,31672907.0
tt0265086,Black Hawk Down,2001,R,144 min,"Action, Drama, History",7.7,"The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily armed Somalis.",Ridley Scott,/name/nm0000631/,"Josh Hartnett, 
Ewan McGregor, 
Tom Sizemore, 
Eric Bana","/name/nm0001326/,/name/nm0000191/,/name/nm0001744/,/name/nm0051509/",401720.0,108638745.0
tt0104797,Malcolm X,1992,PG-13,202 min,"Biography, Drama, History",7.7,"Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.",Spike Lee,/name/nm0000490/,"Denzel Washington, 
Angela Bassett, 
Delroy Lindo, 
Spike Lee","/name/nm0000243/,/name/nm0000291/,/name/nm0005148/,/name/nm0000490/",96665.0,48169908.0
tt2024544,12 Years a Slave,2013,R,134 min,"Biography, Drama, History",8.1,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",Steve McQueen,/name/nm2588606/,"Chiwetel Ejiofor, 
Michael Kenneth Williams, 
Michael Fassbender, 
Brad Pitt","/name/nm0252230/,/name/nm0931324/,/name/nm1055413/,/name/nm0000093/",707268.0,56671993.0
tt11992694,Corsage,2022,,114 min,"Biography, Drama, History",6.7,"A fictional account of one year in the life of Empress Elisabeth of Austria. On Christmas Eve 1877, Elisabeth, once idolized for her beauty, turns 40 and is officially deemed an old woman; she starts trying to maintain her public image.",Marie Kreutzer,/name/nm1001232/,"Vicky Krieps, 
Colin Morgan, 
Florian Teichtmeister, 
Finnegan Oldfield","/name/nm3043279/,/name/nm2959880/,/name/nm1111050/,/name/nm2028613/",5469.0,
tt1649419,The Impossible,2012,PG-13,114 min,"Adventure, Drama, History",7.5,The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.,J.A. Bayona,/name/nm1291105/,"Naomi Watts, 
Ewan McGregor, 
Tom Holland, 
Oaklee Pendergast","/name/nm0915208/,/name/nm0000191/,/name/nm4043618/,/name/nm3009594/",227736.0,19019882.0
tt0053946,Inherit the Wind,1960,Passed,128 min,"Biography, Drama, History",8.1,"Based on a real-life case in 1925, two great lawyers argue the case for and against a Tennessee science teacher accused of the crime of teaching evolution.",Stanley Kramer,/name/nm0006452/,"Spencer Tracy, 
Fredric March, 
Gene Kelly, 
Dick York","/name/nm0000075/,/name/nm0545298/,/name/nm0000037/,/name/nm0948685/",30984.0,
tt0213149,Pearl Harbor,2001,PG-13,183 min,"Action, Drama, History",6.2,A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941.,Michael Bay,/name/nm0000881/,"Ben Affleck, 
Kate Beckinsale, 
Josh Hartnett, 
William Lee Scott","/name/nm0000255/,/name/nm0000295/,/name/nm0001326/,/name/nm0005406/",337171.0,198542554.0
tt4172430,13 Hours,2016,R,144 min,"Action, Drama, History",7.3,"During an attack on a U.S. compound in Libya, a security team struggles to make sense out of the chaos.",Michael Bay,/name/nm0000881/,"John Krasinski, 
Pablo Schreiber, 
James Badge Dale, 
David Denman","/name/nm1024677/,/name/nm1032567/,/name/nm0197647/,/name/nm0219292/",147124.0,52853219.0
tt5083738,The Favourite,2018,R,119 min,"Biography, Comedy, Drama",7.5,"In early 18th-century England, the status quo at the court is upset when a new servant arrives and endears herself to a frail Queen Anne.",Yorgos Lanthimos,/name/nm0487166/,"Olivia Colman, 
Emma Stone, 
Rachel Weisz, 
Nicholas Hoult","/name/nm1469236/,/name/nm1297015/,/name/nm0001838/,/name/nm0396558/",204520.0,34366783.0
tt1790885,Zero Dark Thirty,2012,R,157 min,"Drama, History, Thriller",7.4,"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L.s Team 6 in May 2011.",Kathryn Bigelow,/name/nm0000941/,"Jessica Chastain, 
Joel Edgerton, 
Chris Pratt, 
Mark Strong","/name/nm1567113/,/name/nm0249291/,/name/nm0695435/,/name/nm0835016/",305795.0,95720716.0
tt0478087,21,2008,PG-13,123 min,"Crime, Drama, History",6.8,"Inspired by real events and people, 21 is about six MIT students who become trained to be experts in card counting in Black Jack and subsequently took Vegas casinos for millions in winnings.",Robert Luketic,/name/nm0525659/,"Jim Sturgess, 
Kate Bosworth, 
Kevin Spacey, 
Aaron Yoo","/name/nm0836343/,/name/nm0098378/,/name/nm0000228/,/name/nm1683094/",255868.0,81159365.0
tt0363163,Downfall,2004,R,156 min,"Biography, Drama, History",8.2,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",Oliver Hirschbiegel,/name/nm0386570/,"Bruno Ganz, 
Alexandra Maria Lara, 
Ulrich Matthes, 
Juliane Köhler","/name/nm0004486/,/name/nm0487884/,/name/nm0559890/,/name/nm0477810/",358744.0,5509040.0
tt0443680,The Assassination of Jesse James by the Coward Robert Ford,2007,R,160 min,"Biography, Crime, Drama",7.5,"Robert Ford, who's idolized Jesse James since childhood, tries hard to join the reforming gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader.",Andrew Dominik,/name/nm0231596/,"Brad Pitt, 
Casey Affleck, 
Sam Shepard, 
Mary-Louise Parker","/name/nm0000093/,/name/nm0000729/,/name/nm0001731/,/name/nm0000571/",184895.0,3904982.0
tt0120863,The Thin Red Line,1998,R,170 min,"Drama, History, War",7.6,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.",Terrence Malick,/name/nm0000517/,"Jim Caviezel, 
Sean Penn, 
Nick Nolte, 
Kirk Acevedo","/name/nm0001029/,/name/nm0000576/,/name/nm0000560/,/name/nm0009716/",190532.0,36400491.0
tt1213641,First Man,2018,PG-13,141 min,"Biography, Drama, History",7.3,"A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.",Damien Chazelle,/name/nm3227090/,"Ryan Gosling, 
Claire Foy, 
Jason Clarke, 
Kyle Chandler","/name/nm0331516/,/name/nm2946516/,/name/nm0164809/,/name/nm0151419/",191619.0,44936545.0
tt6048922,Greyhound,2020,PG-13,91 min,"Action, Drama, History",7.0,"Several months after the U.S. entry into World War II, an inexperienced U.S. Navy commander must lead an Allied convoy being stalked by a German submarine wolf pack.",Aaron Schneider,/name/nm0773689/,"Tom Hanks, 
Elisabeth Shue, 
Stephen Graham, 
Matt Helm","/name/nm0000158/,/name/nm0000223/,/name/nm0334318/,/name/nm5090093/",100356.0,
tt6294822,The Post,2017,PG-13,116 min,"Biography, Drama, History",7.2,A cover-up spanning four U.S. Presidents pushes the country's first female newspaper publisher and her editor to join an unprecedented battle between press and government.,Steven Spielberg,/name/nm0000229/,"Meryl Streep, 
Tom Hanks, 
Sarah Paulson, 
Bob Odenkirk","/name/nm0000658/,/name/nm0000158/,/name/nm0005299/,/name/nm0644022/",154096.0,81903458.0
tt13287846,Napoleon,,,,"Action, Biography, Drama",,"The film is an original and personal look at Napoleon Bonaparte's origins and his swift, ruthless climb to emperor, viewed through the prism of his addictive and often volatile relationship with his wife and one true love, Josephine.",Ridley Scott,/name/nm0000631/,"Vanessa Kirby, 
Joaquin Phoenix, 
Ludivine Sagnier, 
Ben Miles","/name/nm3948952/,/name/nm0001618/,/name/nm0756203/,/name/nm0587060/",,
tt9784798,Judas and the Black Messiah,2021,R,126 min,"Biography, Drama, History",7.4,"Offered a plea deal by the FBI, William O'Neal infiltrates the Illinois chapter of the Black Panther Party to gather intelligence on Chairman Fred Hampton.",Shaka King,/name/nm3489851/,"LaKeith Stanfield, 
Daniel Kaluuya, 
Jesse Plemons, 
Dominique Fishback","/name/nm3147751/,/name/nm2257207/,/name/nm0687146/,/name/nm6195774/",82906.0,
tt1504320,The King's Speech,2010,R,118 min,"Biography, Drama, History",8.0,"The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.",Tom Hooper,/name/nm0393799/,"Colin Firth, 
Geoffrey Rush, 
Helena Bonham Carter, 
Derek Jacobi","/name/nm0000147/,/name/nm0001691/,/name/nm0000307/,/name/nm0001394/",685771.0,138797449.0
tt6924650,Midway,2019,PG-13,138 min,"Action, Drama, History",6.7,"The story of the Battle of Midway, told by the leaders and the sailors who fought it.",Roland Emmerich,/name/nm0000386/,"Ed Skrein, 
Patrick Wilson, 
Woody Harrelson, 
Luke Evans","/name/nm4534098/,/name/nm0933940/,/name/nm0000437/,/name/nm1812656/",87889.0,56846802.0
tt7598076,Curiosa,2019,,107 min,"Biography, Drama, History",5.4,"A passionate love story set against a backdrop of sexual freedom, loosely based on the relationship between 19th-century authors Pierre Louÿs and Marie de Régnier.",Lou Jeunet,/name/nm0422367/,"Noémie Merlant, 
Niels Schneider, 
Benjamin Lavernhe, 
Camélia Jordana","/name/nm4374524/,/name/nm2671105/,/name/nm3118835/,/name/nm3874127/",2638.0,
tt1023114,The Way Back,2010,PG-13,133 min,"Adventure, Drama, History",7.3,Siberian gulag escapees travel four thousand miles by foot to freedom in India.,Peter Weir,/name/nm0001837/,"Jim Sturgess, 
Ed Harris, 
Colin Farrell, 
Dragos Bucur","/name/nm0836343/,/name/nm0000438/,/name/nm0268199/,/name/nm1058007/",118289.0,2701859.0
tt0187393,The Patriot,2000,R,165 min,"Action, Drama, History",7.2,Peaceful farmer Benjamin Martin is driven to lead the Colonial Militia during the American Revolution when a sadistic British officer murders his son.,Roland Emmerich,/name/nm0000386/,"Mel Gibson, 
Heath Ledger, 
Joely Richardson, 
Jason Isaacs","/name/nm0000154/,/name/nm0005132/,/name/nm0000613/,/name/nm0005042/",279444.0,113330342.0
tt0955308,Robin Hood,2010,PG-13,140 min,"Action, Adventure, Drama",6.6,"In twelfth-century England, Robin Longstride and his band of marauders confront corruption in a local village and lead an uprising against the crown that will forever alter the balance of world power.",Ridley Scott,/name/nm0000631/,"Russell Crowe, 
Cate Blanchett, 
Matthew Macfadyen, 
Max von Sydow","/name/nm0000128/,/name/nm0000949/,/name/nm0532193/,/name/nm0001884/",272839.0,105269730.0
tt6823148,Benedetta,2021,Unrated,131 min,"Biography, Drama, History",6.7,"A 17th-century nun in Italy suffers from disturbing religious and erotic visions. She is assisted by a companion, and the relationship between the two women develops into a romantic love affair.",Paul Verhoeven,/name/nm0000682/,"Virginie Efira, 
Charlotte Rampling, 
Daphne Patakia, 
Lambert Wilson","/name/nm1812637/,/name/nm0001648/,/name/nm7346682/,/name/nm0933727/",20960.0,
tt3682448,Bridge of Spies,2015,PG-13,142 min,"Drama, History, Thriller",7.6,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.",Steven Spielberg,/name/nm0000229/,"Tom Hanks, 
Mark Rylance, 
Alan Alda, 
Amy Ryan","/name/nm0000158/,/name/nm0753314/,/name/nm0000257/,/name/nm0752407/",314994.0,72313754.0
tt0112384,Apollo 13,1995,PG,140 min,"Adventure, Drama, History",7.7,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,Ron Howard,/name/nm0000165/,"Tom Hanks, 
Bill Paxton, 
Kevin Bacon, 
Gary Sinise","/name/nm0000158/,/name/nm0000200/,/name/nm0000102/,/name/nm0000641/",299665.0,173837933.0
tt0443272,Lincoln,2012,PG-13,150 min,"Biography, Drama, History",7.3,"As the American Civil War continues to rage, America's president struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on the decision to emancipate the slaves.",Steven Spielberg,/name/nm0000229/,"Daniel Day-Lewis, 
Sally Field, 
David Strathairn, 
Joseph Gordon-Levitt","/name/nm0000358/,/name/nm0000398/,/name/nm0000657/,/name/nm0330687/",263404.0,182207973.0
tt0057115,The Great Escape,1963,Approved,172 min,"Adventure, Drama, History",8.2,Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.,John Sturges,/name/nm0836328/,"Steve McQueen, 
James Garner, 
Richard Attenborough, 
Charles Bronson","/name/nm0000537/,/name/nm0001258/,/name/nm0000277/,/name/nm0000314/",246944.0,12100000.0
tt6679794,Outlaw King,2018,R,121 min,"Action, Biography, Drama",6.9,A true David vs. Goliath story of how the 14th century Scottish 'Outlaw King' Robert the Bruce used cunning and bravery to defeat the much larger and better equipped occupying English army.,David Mackenzie,/name/nm0533284/,"Chris Pine, 
Stephen Dillane, 
Rebecca Robin, 
Billy Howle","/name/nm1517976/,/name/nm0226820/,/name/nm9487083/,/name/nm6247071/",74505.0,
tt4648786,Harriet,2019,PG-13,125 min,"Action, Biography, Drama",6.7,"The extraordinary tale of Harriet Tubman's escape from slavery and transformation into one of America's greatest heroes, whose courage, ingenuity, and tenacity freed hundreds of slaves and changed the course of history.",Kasi Lemmons,/name/nm0501435/,"Cynthia Erivo, 
Janelle Monáe, 
Leslie Odom Jr., 
Joe Alwyn","/name/nm7248827/,/name/nm1847117/,/name/nm1502434/,/name/nm7153679/",28042.0,
tt2328900,Mary Queen of Scots,2018,R,124 min,"Biography, Drama, History",6.3,"Mary Stuart's (Saoirse Ronan's) attempt to overthrow her cousin Elizabeth I (Margot Robbie), Queen of England, finds her condemned to years of imprisonment before facing execution.",Josie Rourke,/name/nm6066050/,"Saoirse Ronan, 
Margot Robbie, 
Jack Lowden, 
Joe Alwyn","/name/nm1519680/,/name/nm3053338/,/name/nm4110963/,/name/nm7153679/",51969.0,16468499.0
tt1034303,Defiance,2008,R,137 min,"Action, Drama, History",7.1,"Jewish brothers in German-occupied Eastern Europe escape into a Belorussian forest, where they join Russian resistance fighters, and endeavor to build a village, in order to protect themselves and about one thousand Jewish non-combatants.",Edward Zwick,/name/nm0001880/,"Daniel Craig, 
Liev Schreiber, 
Jamie Bell, 
Alexa Davalos","/name/nm0185819/,/name/nm0000630/,/name/nm0068260/,/name/nm1111968/",150566.0,28644813.0
tt0346491,Alexander,2004,R,175 min,"Action, Biography, Drama",5.6,"Alexander, the King of Macedonia and one of the greatest army leaders in the history of warfare, conquers much of the known world.",Oliver Stone,/name/nm0000231/,"Colin Farrell, 
Anthony Hopkins, 
Rosario Dawson, 
Angelina Jolie","/name/nm0268199/,/name/nm0000164/,/name/nm0206257/,/name/nm0001401/",171762.0,34297191.0
tt1860357,Deepwater Horizon,2016,PG-13,107 min,"Action, Drama, History",7.1,"A dramatization of the disaster in April 2010, when the offshore drilling rig called the Deepwater Horizon exploded, resulting in the worst oil spill in American history.",Peter Berg,/name/nm0000916/,"Mark Wahlberg, 
Kurt Russell, 
Douglas M. Griffin, 
James DuMont","/name/nm0000242/,/name/nm0000621/,/name/nm0341174/,/name/nm0003069/",172130.0,61433527.0
tt1413492,12 Strong,2018,R,130 min,"Action, Drama, History",6.5,"12 Strong tells the story of the first Special Forces team deployed to Afghanistan after 9/11; under the leadership of a new captain, the team must work with an Afghan warlord to take down the Taliban.",Nicolai Fuglsig,/name/nm3350420/,"Chris Hemsworth, 
Michael Shannon, 
Michael Peña, 
Navid Negahban","/name/nm1165110/,/name/nm0788335/,/name/nm0671567/,/name/nm1041023/",84262.0,45819713.0
tt8368512,The Courier,2020,PG-13,112 min,"Drama, History, Thriller",7.2,Businessman Greville Wynne is asked by a Russian source to try to help put an end to the Cuban Missile Crisis.,Dominic Cooke,/name/nm4315078/,"Benedict Cumberbatch, 
Merab Ninidze, 
Rachel Brosnahan, 
Vladimir Chuprikov","/name/nm1212722/,/name/nm0632457/,/name/nm3014031/,/name/nm1078491/",64354.0,
tt0408306,Munich,2005,R,164 min,"Action, Drama, History",7.5,"After the Black September capture and massacre of Israeli athletes at the 1972 Olympics, five men are chosen to eliminate the people responsible for that fateful day.",Steven Spielberg,/name/nm0000229/,"Eric Bana, 
Daniel Craig, 
Marie-Josée Croze, 
Ciarán Hinds","/name/nm0051509/,/name/nm0185819/,/name/nm0189887/,/name/nm0001354/",230069.0,47403685.0
tt0490215,Silence,2016,R,161 min,"Drama, History",7.1,"In the 17th century, two Portuguese Jesuit priests travel to Japan in an attempt to locate their mentor, who is rumored to have committed apostasy, and to propagate Catholicism.",Martin Scorsese,/name/nm0000217/,"Andrew Garfield, 
Adam Driver, 
Liam Neeson, 
Tadanobu Asano","/name/nm1940449/,/name/nm3485845/,/name/nm0000553/,/name/nm0038355/",115156.0,7100177.0
